V1,Source,Q118_4,Q118_5,Q118_6,Q118_7,Q118_8,Q118_9,Q118_10,Q118_11,Q118_12,Q118_13,Q118_14,Q118_15,Q118_16,Q118_17,Q118_18,Q118_19,Q118_20,Q118_21,YEAR
R_1CcszVH3247yoNn,1, , , , , , , , , , , , , , , , , , ,2015
R_aUZaV6k6HwRUpPD,1, , , , , , , , , , , , , , , , , , ,2015
R_eCMwfHzu7fs4nyt,1, , , , , , , , , , , , , , , , , , ,2015
R_4Gi4je8jrXz3OD3,1, , , , , , , , , , , , , , , , , , ,2015
R_ai99Lj8s0KBMyeV,1, , , , , , , , , , , , , , , , , , ,2015
R_3OhpMfAK5GDllpb,1, , , , , , , , , , , , , , , , , , ,2015
R_3sla6SWwAJCntUF,1, , , , , , , , , , , , , , , , , , ,2015
R_ehfoBqti3FEuc7z,1, , , , , , , , , , , , , , , , , , ,2015
R_9mIVPNk2etaamfb,1, , , , , , , , , , , , , , , , , , ,2015
R_021fCdNZaIZiVr7,1, , , , , , , , , , , , , , , , , , ,2015
R_2iqVxIwsOxFk5bD,1, , , , , , , , , , , , , , , , , , ,2015
R_eOHqsyRyGmY1ZMF,1, , , , , , , , , , , , , , , , , , ,2015
R_eyP4vcseyYCwtut,1, , , , , , , , , , , , , , , , , , ,2015
R_735oULeoJdya9Uh,1, , , , , , , , , , , , , , , , , , ,2015
R_3gAXZGnqRo5avad,1, , , , , , , , , , , , , , , , , , ,2015
R_42t7cDkmwbTX6N7,1, , , , , , , , , , , , , , , , , , ,2015
R_aabZ4uG37D2b0cR,1, , , , , , , , , , , , , , , , , , ,2015
R_bvYMX1as758gxrn,1, , , , , , , , , , , , , , , , , , ,2015
R_0l9O99F4TJFBfal,1, , , , , , , , , , , , , , , , , , ,2015
R_a3sJmN7x4KmOoKN,1, , , , , , , , , , , , , , , , , , ,2015
R_3rfdj1qjwZsVGAd,1, , , , , , , , , , , , , , , , , , ,2015
R_0TUVMnsWB6p3d8F,1, , , , , , , , , , , , , , , , , , ,2015
R_dhEV4Ack2YJU1pz,1, , , , , , , , , , , , , , , , , , ,2015
R_3xAdH46r3jhxKjb,1, , , , , , , , , , , , , , , , , , ,2015
R_0ChsRtYSZBjCNVj,1, , , , , , , , , , , , , , , , , , ,2015
R_2aAV4Zm8hthV1KR,1, , , , , , , , , , , , , , , , , , ,2015
R_0OjYtRz2vRCTPQp,1, , , , , , , , , , , , , , , , , , ,2015
R_6ySosc0y5jfUUuh,1, , , , , , , , , , , , , , , , , , ,2015
R_6z1nsyPzrzYNxzL,1, , , , , , , , , , , , , , , , , , ,2015
R_dhTxTS6VZwuIjbf,1, , , , , , , , , , , , , , , , , , ,2015
R_1RKGmOe04hD9DUh,1, , , , , , , , , , , , , , , , , , ,2015
R_2uaw3LeMhRGL59X,1, , , , , , , , , , , , , , , , , , ,2015
R_2mhlT6e7OfLXrzD,1, , , , , , , , , , , , , , , , , , ,2015
R_cIaFcYFXcqImvyZ,1, , , , , , , , , , , , , , , , , , ,2015
R_0xpE6L1UckjwhGB,1, , , , , , , , , , , , , , , , , , ,2015
R_3PiDdcJL0pk0UQJ,1, , , , , , , , , , , , , , , , , , ,2015
R_eFmBl2VQyZw4G3z,1, , , , , , , , , , , , , , , , , , ,2015
R_dmQEUKdvBauPkG1,1, , , , , , , , , , , , , , , , , , ,2015
R_4JgGcBUVbfkWysB,1, , , , , , , , , , , , , , , , , , ,2015
R_7O3d9bBkpVHtEfr,1, , , , , , , , , , , , , , , , , , ,2015
R_8if4s8DOUrIm95X,1, , , , , , , , , , , , , , , , , , ,2015
R_8CBfLM0qdv4yo5v,1, , , , , , , , , , , , , , , , , , ,2015
R_4UfALB57UTYWT3v,1, , , , , , , , , , , , , , , , , , ,2015
R_e386FXyh8ReqyUZ,1, , , , , , , , , , , , , , , , , , ,2015
R_e4YZp23c8NQej9r,1, , , , , , , , , , , , , , , , , , ,2015
R_d6TEMSB5CQmFGoR,1, , , , , , , , , , , , , , , , , , ,2015
R_1WVWvTCRQMpzwZ7,1, , , , , , , , , , , , , , , , , , ,2015
R_9RFK2QTm2Ue9Uu9,1, , , , , , , , , , , , , , , , , , ,2015
R_1TtDmdtiH7jlYkl,1, , , , , , , , , , , , , , , , , , ,2015
R_0IA0g46QEPhGwux,1, , , , , , , , , , , , , , , , , , ,2015
R_a44Vrgz6EdpMo1T,1, , , , , , , , , , , , , , , , , , ,2015
R_3F32WVE8ji5pHiR,1, , , , , , , , , , , , , , , , , , ,2015
R_3scQEdYKNHXClLL,1, , , , , , , , , , , , , , , , , , ,2015
R_26vMqtxFmIkLYkR,1, , , , , , , , , , , , , , , , , , ,2015
R_87ixC9k6BxOVczz,1, , , , , , , , , , , , , , , , , , ,2015
R_0kd8bZsdIk6Eo7j,1, , , , , , , , , , , , , , , , , , ,2015
R_0v0JcmvNwbwsX4x,1, , , , , , , , , , , , , , , , , , ,2015
R_cOsCUf3wj1xSckZ,1, , , , , , , , , , , , , , , , , , ,2015
R_9N7aOznSPB9elE1,1, , , , , , , , , , , , , , , , , , ,2015
R_71WhmrFW3TtXPYp,1, , , , , , , , , , , , , , , , , , ,2015
R_38GKBiSqBfxH78x,1, , , , , , , , , , , , , , , , , , ,2015
R_56npSJEEXkubMvX,1, , , , , , , , , , , , , , , , , , ,2015
R_42xTesDQKGA6bjL,1, , , , , , , , , , , , , , , , , , ,2015
R_4HnQzgP7oibQsap,1, , , , , , , , , , , , , , , , , , ,2015
R_bfMAGTv2JqoAoiF,1, , , , , , , , , , , , , , , , , , ,2015
R_eK907UwTHLViz5z,1, , , , , , , , , , , , , , , , , , ,2015
R_b3f01WeQjxkunkx,1, , , , , , , , , , , , , , , , , , ,2015
R_eyehevjTllcSN1j,1, , , , , , , , , , , , , , , , , , ,2015
R_6lOTlQW6jgqsCln,1, , , , , , , , , , , , , , , , , , ,2015
R_aWg6VOH2mQMTFKR,1, , , , , , , , , , , , , , , , , , ,2015
R_2f15GH1sEyqGiJ7,1, , , , , , , , , , , , , , , , , , ,2015
R_9Sl2Vg55ajthlxb,1, , , , , , , , , , , , , , , , , , ,2015
R_b3drjQiUwYSjSBL,1, , , , , , , , , , , , , , , , , , ,2015
R_3CWPZCvngfZFLCJ,1, , , , , , , , , , , , , , , , , , ,2015
R_3fKnnHOeO22fIfb,1, , , , , , , , , , , , , , , , , , ,2015
R_7PpHdqMkOIFq2uV,1, , , , , , , , , , , , , , , , , , ,2015
R_5w4MdDbSsUdTqEl,1, , , , , , , , , , , , , , , , , , ,2015
R_3P3mkUP5m0dLOBL,1, , , , , , , , , , , , , , , , , , ,2015
R_8igYO5zJ9Q4DF1r,1, , , , , , , , , , , , , , , , , , ,2015
R_6JYxtqVduklLj2B,1, , , , , , , , , , , , , , , , , , ,2015
R_2meDjUxarDYcYxn,1, , , , , , , , , , , , , , , , , , ,2015
R_a36tlR0lV9BuJaB,1, , , , , , , , , , , , , , , , , , ,2015
R_572vbKz5iK8AoWV,1, , , , , , , , , , , , , , , , , , ,2015
R_egO7oDkVegcoW1v,1, , , , , , , , , , , , , , , , , , ,2015
R_1ZEaxJYaZvGCDR3,1, , , , , , , , , , , , , , , , , , ,2015
R_0qw8oqin3v8Y0hD,1, , , , , , , , , , , , , , , , , , ,2015
R_eJctWpNV14wYPWd,1, , , , , , , , , , , , , , , , , , ,2015
R_3JZ2ONM7nT3hzQp,1, , , , , , , , , , , , , , , , , , ,2015
R_24f9tPQ5bDw9pQN,1, , , , , , , , , , , , , , , , , , ,2015
R_1AhFWa4zJZl6x6d,1, , , , , , , , , , , , , , , , , , ,2015
R_8C7LYRNiPBBCjvT,1, , , , , , , , , , , , , , , , , , ,2015
R_bOOLakaQh8yM5KJ,1, , , , , , , , , , , , , , , , , , ,2015
R_cTOL5s8FAEvyyCF,1, , , , , , , , , , , , , , , , , , ,2015
R_7ZFtnQo2SjWxM7r,1, , , , , , , , , , , , , , , , , , ,2015
R_6RqHiAcIAr2qfgV,1, , , , , , , , , , , , , , , , , , ,2015
R_9QDVP906HsNA1tb,1, , , , , , , , , , , , , , , , , , ,2015
R_bs8Yln2bgE3WzZj,1, , , , , , , , , , , , , , , , , , ,2015
R_3dRbEMQAUAN40wl,1, , , , , , , , , , , , , , , , , , ,2015
R_cHM1JkuFlrGrOm1,1, , , , , , , , , , , , , , , , , , ,2015
R_1R3jE9j67E9whzT,1, , , , , , , , , , , , , , , , , , ,2015
R_7PxquLOcwJZGngF,1, , , , , , , , , , , , , , , , , , ,2015
R_a4tP686FIFbCsAZ,1, , , , , , , , , , , , , , , , , , ,2015
R_798kdsBfkum96Cx,1, , , , , , , , , , , , , , , , , , ,2015
R_bJFkeJv9vvv8KmF,1, , , , , , , , , , , , , , , , , , ,2015
R_0D266McY1OmPKYZ,1, , , , , , , , , , , , , , , , , , ,2015
R_3RfBtWuCj3NbFLD,1, , , , , , , , , , , , , , , , , , ,2015
R_2c8zn4GUKqCl4Kp,1, , , , , , , , , , , , , , , , , , ,2015
R_a5KToRT4tKHi3zv,1, , , , , , , , , , , , , , , , , , ,2015
R_3sh8ZpvwSr9jcoJ,1, , , , , , , , , , , , , , , , , , ,2015
R_cUU8UHecteQ8kLj,1, , , , , , , , , , , , , , , , , , ,2015
R_bOgJezuBcJuOho1,1, , , , , , , , , , , , , , , , , , ,2015
R_0xOaZgFzpw2QF9P,1, , , , , , , , , , , , , , , , , , ,2015
R_5itaDx6sCitbOw5,1, , , , , , , , , , , , , , , , , , ,2015
R_6LLNBJaueTpDErz,1, , , , , , , , , , , , , , , , , , ,2015
R_3TL8C0FCcyf3ORf,1, , , , , , , , , , , , , , , , , , ,2015
R_4O5EPblYsKZwnwp,1, , , , , , , , , , , , , , , , , , ,2015
R_escu0aT0aX7rqBL,1, , , , , , , , , , , , , , , , , , ,2015
R_4O5s22Gy1nFZwMt,1, , , , , , , , , , , , , , , , , , ,2015
R_8oe1iS7GaURNByJ,1, , , , , , , , , , , , , , , , , , ,2015
R_3HFLSO1tNPwOYqV,1, , , , , , , , , , , , , , , , , , ,2015
R_eEgOKiC2NFUgcsJ,1, , , , , , , , , , , , , , , , , , ,2015
R_0AFsjr073d8xOL3,1, , , , , , , , , , , , , , , , , , ,2015
R_3aZvZvbqSFgVBgV,1, , , , , , , , , , , , , , , , , , ,2015
R_5baVo7W1ujlsCrj,1, , , , , , , , , , , , , , , , , , ,2015
R_1BuPqiyNn3uASfH,1, , , , , , , , , , , , , , , , , , ,2015
R_9uXxVOD5YTDUcQJ,1, , , , , , , , , , , , , , , , , , ,2015
R_9YOcszcqJDR9lmR,1, , , , , , , , , , , , , , , , , , ,2015
R_ebqdKfazofBKxlH,1, , , , , , , , , , , , , , , , , , ,2015
R_afplPaUXFXPPlJj,1, , , , , , , , , , , , , , , , , , ,2015
R_6G0fgIqPTkDCpg1,1, , , , , , , , , , , , , , , , , , ,2015
R_ehByigTJBlTekV7,1, , , , , , , , , , , , , , , , , , ,2015
R_9RXG8XLWehyeecl,1, , , , , , , , , , , , , , , , , , ,2015
R_3KmCth1Wq7twqLb,1, , , , , , , , , , , , , , , , , , ,2015
R_eam4XlwexuhumX3,1, , , , , , , , , , , , , , , , , , ,2015
R_56few2JVvAmLzxj,1, , , , , , , , , , , , , , , , , , ,2015
R_bg9s9mNWTyNaT8V,1, , , , , , , , , , , , , , , , , , ,2015
R_5cjBx04gjeGMlbD,1, , , , , , , , , , , , , , , , , , ,2015
R_0keyvbKpck3X8IB,1, , , , , , , , , , , , , , , , , , ,2015
R_cZ397m3KkVKlwI5,1, , , , , , , , , , , , , , , , , , ,2015
R_bPZkvQSo1qDphKR,1, , , , , , , , , , , , , , , , , , ,2015
R_5d3KPsBG8amLXb7,1, , , , , , , , , , , , , , , , , , ,2015
R_3FdiSg4ngjy3F65,1, , , , , , , , , , , , , , , , , , ,2015
R_87EkM9aGIUspfW5,1, , , , , , , , , , , , , , , , , , ,2015
R_aWQkt7DoQdOUmWx,1, , , , , , , , , , , , , , , , , , ,2015
R_3mlGSpOLaYvQVHD,1, , , , , , , , , , , , , , , , , , ,2015
R_8vunVmaJZxPKMK1,1, , , , , , , , , , , , , , , , , , ,2015
R_0H8rdix2DQCWiG1,1, , , , , , , , , , , , , , , , , , ,2015
R_55Tv9VbLA5nojGZ,1, , , , , , , , , , , , , , , , , , ,2015
R_eXxcCTXwbfoUHch,1, , , , , , , , , , , , , , , , , , ,2015
R_3Lal96YxisGMDJz,1, , , , , , , , , , , , , , , , , , ,2015
R_3lbWjRWo4eNohCZ,1, , , , , , , , , , , , , , , , , , ,2015
R_6lmLshHEqIfCuxf,1, , , , , , , , , , , , , , , , , , ,2015
R_6g7LTiusfh9NYUt,1, , , , , , , , , , , , , , , , , , ,2015
R_6yDplnqRdinRPtH,1, , , , , , , , , , , , , , , , , , ,2015
R_3CMNArKZnIP7sO1,1, , , , , , , , , , , , , , , , , , ,2015
R_cHzXnWUHgrjplid,1, , , , , , , , , , , , , , , , , , ,2015
R_24VxpLzluq5ypIV,1, , , , , , , , , , , , , , , , , , ,2015
R_0qxmi8fgvzyiT65,1, , , , , , , , , , , , , , , , , , ,2015
R_0PWPYbV1ijvGBuJ,1, , , , , , , , , , , , , , , , , , ,2015
R_3pA10YzFqzvHnb7,1, , , , , , , , , , , , , , , , , , ,2015
R_bDaN4nu64FM1Ibj,1, , , , , , , , , , , , , , , , , , ,2015
R_cwGrHFihdVZDkIl,1, , , , , , , , , , , , , , , , , , ,2015
R_38CdqiTJLbsUDUV,1, , , , , , , , , , , , , , , , , , ,2015
R_2hiopAgwQsE7OrH,1, , , , , , , , , , , , , , , , , , ,2015
R_4OyPdlor2mPaX53,1, , , , , , , , , , , , , , , , , , ,2015
R_1FvnLmazr6iLPCt,1, , , , , , , , , , , , , , , , , , ,2015
R_0qbsVxgmLSEoOnH,1, , , , , , , , , , , , , , , , , , ,2015
R_0dqY1fyz3PgYDzL,1, , , , , , , , , , , , , , , , , , ,2015
R_5hjAv3suvylLEq1,1, , , , , , , , , , , , , , , , , , ,2015
R_e4B2gzxXd7YrUDH,1, , , , , , , , , , , , , , , , , , ,2015
R_b42GfPxLQLWJ8X3,1, , , , , , , , , , , , , , , , , , ,2015
R_4OfxnFq8Si7uDNb,1, , , , , , , , , , , , , , , , , , ,2015
R_1YbeBDErE5A8KvH,1, , , , , , , , , , , , , , , , , , ,2015
R_b8FpC9f8sRHPkqN,1, , , , , , , , , , , , , , , , , , ,2015
R_3R8Qh3ETXHKw4ip,1, , , , , , , , , , , , , , , , , , ,2015
R_0iBIhR5XEOCWFZb,1, , , , , , , , , , , , , , , , , , ,2015
R_1GIrrhZFeTZKYo5,1, , , , , , , , , , , , , , , , , , ,2015
R_82PP4PrnuBY1bVP,1, , , , , , , , , , , , , , , , , , ,2015
R_brXjUjo4Bt1L1VX,1, , , , , , , , , , , , , , , , , , ,2015
R_81gVXPcI9qxSvL7,1, , , , , , , , , , , , , , , , , , ,2015
R_cVfIHEVzbvzg74x,1, , , , , , , , , , , , , , , , , , ,2015
R_d6ehZWq47pZa6NL,1, , , , , , , , , , , , , , , , , , ,2015
R_cu7PW0OfyFwtbcV,1, , , , , , , , , , , , , , , , , , ,2015
R_8iaQcdORGWMAT7n,1, , , , , , , , , , , , , , , , , , ,2015
R_79Ty1k5IZOk5a05,1, , , , , , , , , , , , , , , , , , ,2015
R_6sfcAWIGUITwfJP,1, , , , , , , , , , , , , , , , , , ,2015
R_0wDbFL4UHZo5ypT,1, , , , , , , , , , , , , , , , , , ,2015
R_bkJyhIMXAYW8b77,1, , , , , , , , , , , , , , , , , , ,2015
R_ewIrAcQ7YJr9O4Z,1, , , , , , , , , , , , , , , , , , ,2015
R_9t4tpbeaG02DVRz,1, , , , , , , , , , , , , , , , , , ,2015
R_4PjFvRLxJ06c4XH,1, , , , , , , , , , , , , , , , , , ,2015
R_6fhHTdz4Abo9W29,1, , , , , , , , , , , , , , , , , , ,2015
R_bvGTkJDt8aXTPpP,1, , , , , , , , , , , , , , , , , , ,2015
R_0SryrAlwB4eIKGx,1, , , , , , , , , , , , , , , , , , ,2015
R_0rDpRa3Fy7PiukR,1, , , , , , , , , , , , , , , , , , ,2015
R_3lqjdrYI1eZP8ih,1, , , , , , , , , , , , , , , , , , ,2015
R_20uGQpdVzsZdofr,1, , , , , , , , , , , , , , , , , , ,2015
R_6ilqI28U0Hq3W97,1, , , , , , , , , , , , , , , , , , ,2015
R_5dxIBURFFqfvYk5,1, , , , , , , , , , , , , , , , , , ,2015
R_3eXUDneBqOTuZxj,1, , , , , , , , , , , , , , , , , , ,2015
R_aeDTgufHFSo1ZAx,1, , , , , , , , , , , , , , , , , , ,2015
R_6LjxzWgvthfE83r,1, , , , , , , , , , , , , , , , , , ,2015
R_8qYKDv8rQ2Rnwkl,1, , , , , , , , , , , , , , , , , , ,2015
R_dcHNGCPLlH85hyd,1, , , , , , , , , , , , , , , , , , ,2015
R_1ZdzY9JZNNkpsfr,1, , , , , , , , , , , , , , , , , , ,2015
R_e4I5hScKtJqE8tv,1, , , , , , , , , , , , , , , , , , ,2015
R_cMI8U1xDvH2NnTv,1, , , , , , , , , , , , , , , , , , ,2015
R_a5YYjPof1ucJEyh,1, , , , , , , , , , , , , , , , , , ,2015
R_eyYViFEglJQOp6t,1, , , , , , , , , , , , , , , , , , ,2015
R_38fVEX1YMDmClQ9,1, , , , , , , , , , , , , , , , , , ,2015
R_5u2uNHjWSgFicYd,1, , , , , , , , , , , , , , , , , , ,2015
R_0ffGmq75WDdBEk5,1, , , , , , , , , , , , , , , , , , ,2015
R_1LDycHa5ZerVIfb,1, , , , , , , , , , , , , , , , , , ,2015
R_abenp3UxjtTquiN,1, , , , , , , , , , , , , , , , , , ,2015
R_7aluRSv2HEbc2Oh,1, , , , , , , , , , , , , , , , , , ,2015
R_0NwV1sTYhZ3AsSh,1, , , , , , , , , , , , , , , , , , ,2015
R_73Nkxp8jEs9ZVnD,1, , , , , , , , , , , , , , , , , , ,2015
R_2sP0iBSwK6Q4GnH,1, , , , , , , , , , , , , , , , , , ,2015
R_6X1GWdhXhaL6Kq1,1, , , , , , , , , , , , , , , , , , ,2015
R_enxuamjv6ktoL41,1, , , , , , , , , , , , , , , , , , ,2015
R_0cfOJNCsStanZ6l,1, , , , , , , , , , , , , , , , , , ,2015
R_2lTbPB4NcI5MvwV,1, , , , , , , , , , , , , , , , , , ,2015
R_1QYEFpJEjFIUYrH,1, , , , , , , , , , , , , , , , , , ,2015
R_1FYNjdpJfvDa5vL,1, , , , , , , , , , , , , , , , , , ,2015
R_50XAbWakZ3o0BdH,1, , , , , , , , , , , , , , , , , , ,2015
R_50HalyAlBV2xAkB,1, , , , , , , , , , , , , , , , , , ,2015
R_9NdJyHgmjLEMHbf,1, , , , , , , , , , , , , , , , , , ,2015
R_3rC6OGZSSOxDbJr,1, , , , , , , , , , , , , , , , , , ,2015
R_1Agw3iPPWQsCOyN,1, , , , , , , , , , , , , , , , , , ,2015
R_8exTsvKGAjHDDmZ,1, , , , , , , , , , , , , , , , , , ,2015
R_cHetvpaQUUummQB,1, , , , , , , , , , , , , , , , , , ,2015
R_bxQ3rbCZXozb4JT,1, , , , , , , , , , , , , , , , , , ,2015
R_9sJY4qJapqJkWtD,1, , , , , , , , , , , , , , , , , , ,2015
R_8DmfonuEWwMMhgx,1, , , , , , , , , , , , , , , , , , ,2015
R_9T4sHRQOSChkFCZ,1, , , , , , , , , , , , , , , , , , ,2015
R_86WeuPtUyvX0u69,1, , , , , , , , , , , , , , , , , , ,2015
R_9pn2ctr9hFEw6xf,1, , , , , , , , , , , , , , , , , , ,2015
R_cSCb2tURJW6jyLj,1, , , , , , , , , , , , , , , , , , ,2015
R_1MKsMLK7HWvdE8J,1, , , , , , , , , , , , , , , , , , ,2015
R_e5Mw9V1pL2JFPsF,1, , , , , , , , , , , , , , , , , , ,2015
R_5dNdeVK5HPGM6Wx,1, , , , , , , , , , , , , , , , , , ,2015
R_6y67nIoChcfmxjD,1, , , , , , , , , , , , , , , , , , ,2015
R_eD2mfBdOuptHPUh,1, , , , , , , , , , , , , , , , , , ,2015
R_bCn1qMB0N8B95c1,1, , , , , , , , , , , , , , , , , , ,2015
R_cYetFAUs0oShSvj,1, , , , , , , , , , , , , , , , , , ,2015
R_e50hltpDApE5XHT,1, , , , , , , , , , , , , , , , , , ,2015
R_5BWtJUb4TqjQ4O9,1, , , , , , , , , , , , , , , , , , ,2015
R_8nVV64i1rJrrwCp,1, , , , , , , , , , , , , , , , , , ,2015
R_3EPSaHnBltfB9C5,1, , , , , , , , , , , , , , , , , , ,2015
R_eRrEbKPv7FyQlud,1, , , , , , , , , , , , , , , , , , ,2015
R_72pMcvZZa2q8MXr,1, , , , , , , , , , , , , , , , , , ,2015
R_aVENKd1nozkZe6x,1, , , , , , , , , , , , , , , , , , ,2015
R_0pLv6i1iH5t85iB,1, , , , , , , , , , , , , , , , , , ,2015
R_eVE0qbjQ0tqH1vn,1, , , , , , , , , , , , , , , , , , ,2015
R_2m1JT7y72C15lAh,1, , , , , , , , , , , , , , , , , , ,2015
R_0lfVqgXbusApokl,1, , , , , , , , , , , , , , , , , , ,2015
R_6yDdS36Hwm12Hwp,1, , , , , , , , , , , , , , , , , , ,2015
R_80TMd9mLVC7UqOh,1, , , , , , , , , , , , , , , , , , ,2015
R_eDPik6aieNlAvtP,1, , , , , , , , , , , , , , , , , , ,2015
R_578G4SteacdPROt,1, , , , , , , , , , , , , , , , , , ,2015
R_9QY1HN1Q3kvHRrf,1, , , , , , , , , , , , , , , , , , ,2015
R_6qUMcIe2xeIWkiF,1, , , , , , , , , , , , , , , , , , ,2015
R_00dDd6Pb1EylBXL,1, , , , , , , , , , , , , , , , , , ,2015
R_7207gqWAN8Ti3Wd,1, , , , , , , , , , , , , , , , , , ,2015
R_dosshHgOegzTz7f,1, , , , , , , , , , , , , , , , , , ,2015
R_5pPHdys878ZQtAF,1, , , , , , , , , , , , , , , , , , ,2015
R_6QGdym6iomvtI9v,1, , , , , , , , , , , , , , , , , , ,2015
R_9YMRS8mm7wFCIHb,1, , , , , , , , , , , , , , , , , , ,2015
R_bQtj4j54Z6yshdr,1, , , , , , , , , , , , , , , , , , ,2015
R_0NVTFyKY5KifT13,1, , , , , , , , , , , , , , , , , , ,2015
R_3EsaQyz2GbHuC7r,1, , , , , , , , , , , , , , , , , , ,2015
R_3mwjiUR3SyoUY7z,1, , , , , , , , , , , , , , , , , , ,2015
R_2PzebJOOZN5TKT1,1, , , , , , , , , , , , , , , , , , ,2015
R_UEDwqKZLYPFKi77,1, , , , , , , , , , , , , , , , , , ,2015
R_3DisY2eHvft8gJE,1, , , , , , , , , , , , , , , , , , ,2015
R_2ZBwGRGjHpYqjrT,1, , , , , , , , , , , , , , , , , , ,2015
R_3nx9kNK0qciRr9b,1, , , , , , , , , , , , , , , , , , ,2015
R_1NzuPBt3csEyGgB,1, , , , , , , , , , , , , , , , , , ,2015
R_22rX6vk79RM7EYu,1, , , , , , , , , , , , , , , , , , ,2015
R_1HblrYCH8WnV2fN,1, , , , , , , , , , , , , , , , , , ,2015
R_2pW6zb0tEkDBpph,1, , , , , , , , , , , , , , , , , , ,2015
R_0pSNVE318diQC1b,1, , , , , , , , , , , , , , , , , , ,2015
R_1jvJaTV6DeDp5jP,1, , , , , , , , , , , , , , , , , , ,2015
R_QlW5TAlRL1ExFsZ,1, , , , , , , , , , , , , , , , , , ,2015
R_2QnggO4FgD060z2,1, , , , , , , , , , , , , , , , , , ,2015
R_2uVSV67RU86iquh,1, , , , , , , , , , , , , , , , , , ,2015
R_8ljBEbh1wMh3xSR,1, , , , , , , , , , , , , , , , , , ,2015
R_3xQC33tJWNF74kx,1, , , , , , , , , , , , , , , , , , ,2015
R_1jWja6AYu32wpa5,1, , , , , , , , , , , , , , , , , , ,2015
R_shRoZJrFsERc7YJ,1, , , , , , , , , , , , , , , , , , ,2015
R_3h0LmHVIv8YnNvT,1, , , , , , , , , , , , , , , , , , ,2015
R_3jVSZ6fuKbucqS1,1, , , , , , , , , , , , , , , , , , ,2015
R_YYWX9BVCvZcycdr,1, , , , , , , , , , , , , , , , , , ,2015
R_aYs8mUlUuHnLGzb,1, , , , , , , , , , , , , , , , , , ,2015
R_ssTZ4Md5gVb2lNf,1, , , , , , , , , , , , , , , , , , ,2015
R_43q3xTqfbUDS54V,1, , , , , , , , , , , , , , , , , , ,2015
R_1gO492ZijLOi6Va,1, , , , , , , , , , , , , , , , , , ,2015
R_5jd1dfzbdSmrSst,1, , , , , , , , , , , , , , , , , , ,2015
R_1dfZqiB5x3fcEfc,1, , , , , , , , , , , , , , , , , , ,2015
R_3KI3Fj5sxoMYr27,1, , , , , , , , , , , , , , , , , , ,2015
R_3iL5kGvsgXNw0l5,1, , , , , , , , , , , , , , , , , , ,2015
R_2chIpMGuYiOuP0n,1, , , , , , , , , , , , , , , , , , ,2015
R_3nVNhGxxuIJs8zA,1, , , , , , , , , , , , , , , , , , ,2015
R_1IvopLzNuke1JLY,1, , , , , , , , , , , , , , , , , , ,2015
R_3Gjpi4p489ORn2D,1, , , , , , , , , , , , , , , , , , ,2015
R_REINlgzn9S60g6J,1, , , , , , , , , , , , , , , , , , ,2015
R_pAcShEKQdjlTZfP,1, , , , , , , , , , , , , , , , , , ,2015
R_1igOOHbZA5qeqzr,1, , , , , , , , , , , , , , , , , , ,2015
R_1gSY2JD2VKy4tTX,1, , , , , , , , , , , , , , , , , , ,2015
R_1NdCar8ONfQdyex,1, , , , , , , , , , , , , , , , , , ,2015
R_3EE8MHF0XYbePZL,1, , , , , , , , , , , , , , , , , , ,2015
R_2D1zywnCgi3KFZz,1, , , , , , , , , , , , , , , , , , ,2015
R_XU5KRYYQtUmiXWV,1, , , , , , , , , , , , , , , , , , ,2015
R_3fJiLssqsI7b3wk,1, , , , , , , , , , , , , , , , , , ,2015
R_22RdeaCWRKi4AqJ,1, , , , , , , , , , , , , , , , , , ,2015
R_2e9fvQpVAFIIPR6,1, , , , , , , , , , , , , , , , , , ,2015
R_2QilGP95ZQ7U1PP,1, , , , , , , , , , , , , , , , , , ,2015
R_2Tz1l31KcjEuEH4,1, , , , , , , , , , , , , , , , , , ,2015
R_12AbsokI3vQnKu4,1, , , , , , , , , , , , , , , , , , ,2015
R_1gihlwZmXJIBxPc,1, , , , , , , , , , , , , , , , , , ,2015
R_27rIpnyOUe0obwS,1, , , , , , , , , , , , , , , , , , ,2015
R_3lKtGQgyt4n3SDD,1, , , , , , , , , , , , , , , , , , ,2015
R_sdvUZw9SjgvlJzb,1, , , , , , , , , , , , , , , , , , ,2015
R_2P59bTxwS94Kyo1,1, , , , , , , , , , , , , , , , , , ,2015
R_06WJgtPtP44M3E9,1, , , , , , , , , , , , , , , , , , ,2015
R_bynxRS11RYSl553,1, , , , , , , , , , , , , , , , , , ,2015
R_8zXhRGsT4mY5f6Z,1, , , , , , , , , , , , , , , , , , ,2015
R_1JFmFzH9SQqsV2a,1, , , , , , , , , , , , , , , , , , ,2015
R_29n13RZuCBfmjuQ,1, , , , , , , , , , , , , , , , , , ,2015
R_3Irt5bI24LCthid,1, , , , , , , , , , , , , , , , , , ,2015
R_cRV13zfQL2W0VtT,1, , , , , , , , , , , , , , , , , , ,2015
R_2sbCNquSbC5MZ5j,1, , , , , , , , , , , , , , , , , , ,2015
R_3qqHjznYOAZQjZK,1, , , , , , , , , , , , , , , , , , ,2015
R_37vbH8RHBin8bL7,1, , , , , , , , , , , , , , , , , , ,2015
R_73AkZCnWTsoD9LT,1, , , , , , , , , , , , , , , , , , ,2015
R_3EqSjwDPa2miwC1,1, , , , , , , , , , , , , , , , , , ,2015
R_0GqrNcJ1vGzXLWB,1, , , , , , , , , , , , , , , , , , ,2015
